Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Sum
 04/22  20:00:00,756.3724531,94.81857558,351.5604693,0,55.62514452,124.5586935,516.9642667,442.7971844,56.64669961,17.52038273,2416.863869
 04/22  21:00:00,765.6298871,94.81857558,349.5477639,0,55.62514452,124.5586935,512.6557906,452.6535615,42.48502471,17.51720445,2415.491646
 04/22  22:00:00,761.7784554,94.81857558,346.5713918,0,46.09303362,124.5586935,525.5704171,470.9796375,28.3233498,26.26742974,2424.960984
 04/22  23:00:00,761.3880723,94.81857558,343.2522465,0,46.09303362,124.5586935,507.6257823,475.9461292,14.1616749,17.51797817,2385.362186
 04/22  24:00:00,733.2696097,94.81857558,328.4069824,0,46.09303362,113.3127805,508.1606358,481.8176964,5.664669961,20.67826941,2332.222253
 04/23  01:00:00,716.0500257,94.81857558,319.1206546,0,34.96165543,113.3127805,516.5924307,487.8178869,5.664669961,23.10987377,2311.448553
 04/23  02:00:00,713.5817269,94.81857558,312.3262228,0,34.96165543,113.3127805,516.1289628,492.9445272,5.664669961,17.51976571,2301.258887
 04/23  03:00:00,698.8977734,94.81857558,294.1561892,0,34.96165543,113.3127805,536.631168,504.6974455,5.664669961,26.2690526,2309.40931
 04/23  04:00:00,696.524633,94.81857558,284.8319693,0,44.49376632,113.3127805,528.5602101,505.3751235,5.664669961,17.52041657,2291.102145
 04/23  05:00:00,690.9206,94.81857558,277.9786508,0,44.49376632,113.3127805,548.5743308,516.8954013,14.1616749,17.51725456,2318.673035
 04/23  06:00:00,749.557255,94.81857558,279.9339242,0,54.02587722,176.8892702,507.1345108,452.5436393,28.3233498,26.26752166,2369.493924
 04/23  07:00:00,759.8057443,94.81857558,289.6320582,0,54.02587722,184.3865456,497.697709,437.6946439,42.48502471,17.51804045,2378.064219
 04/23  08:00:00,869.0481437,94.81857558,323.4299515,0,65.15725541,220.0431645,493.461349,410.3729764,56.64669961,26.44167303,2559.419789
 04/23  09:00:00,876.9381876,94.81857558,340.2077326,0,65.15725541,212.5458892,480.6905665,402.7203186,42.48502471,35.48522322,2551.048774
 04/23  10:00:00,890.2739134,94.81857558,346.8106248,0,65.15725541,220.0431645,514.9753077,399.5172339,70.80837451,44.64969929,2647.054149
 04/23  11:00:00,894.8601541,94.81857558,349.8778866,0,65.15725541,220.0431645,502.2451256,395.7196067,70.80837451,35.71714436,2629.247287
 04/23  12:00:00,904.0113238,94.81857558,348.662257,0,65.15725541,220.0431645,513.7165813,398.2672286,70.80837451,44.64097817,2660.125739
 04/23  13:00:00,902.8145549,94.81857558,346.6211184,0,65.15725541,212.5458892,496.4991326,395.1989806,56.64669961,44.65345235,2614.955659
 04/23  14:00:00,904.6237817,94.81857558,347.6447203,0,65.15725541,212.5458892,468.52487,390.3271091,42.48502471,35.71273622,2561.839962
 04/23  15:00:00,906.7197412,94.81857558,349.5477253,0,65.15725541,212.5458892,485.7103549,384.418659,56.64669961,44.64499626,2600.209896
 04/23  16:00:00,878.955706,94.81857558,351.586534,0,65.15725541,220.0431645,502.9674471,379.3104656,84.97004941,38.68693205,2616.49613
 04/23  17:00:00,829.1760919,94.81857558,354.1485458,0,54.02587722,184.3865456,507.163702,389.6491755,84.97004941,32.54447706,2530.88304
 04/23  18:00:00,800.5129627,94.81857558,357.2550899,0,44.49376632,163.4543149,531.4918881,420.2544542,84.97004941,26.26738452,2523.518486
 04/23  19:00:00,796.1952953,94.81857558,358.9721996,0,44.49376632,155.9570395,505.5577908,431.3929992,56.64669961,17.51809204,2461.552458
 04/23  20:00:00,761.852876,94.81857558,357.9184306,0,44.49376632,124.5586935,556.0263123,474.0057509,56.64669961,25.37386181,2495.694967
 04/23  21:00:00,769.6264501,94.81857558,354.8765505,0,44.49376632,124.5586935,546.9251396,486.0289675,42.48502471,18.41114738,2482.224315
 04/23  22:00:00,766.0313734,94.81857558,350.7280746,0,34.96165543,124.5586935,550.890045,505.04677,28.3233498,17.51992525,2472.878463
 04/23  23:00:00,767.9081913,94.81857558,347.3000276,0,34.96165543,124.5586935,551.6960208,511.2650574,14.1616749,26.26928848,2472.939185
 04/23  24:00:00,756.3154194,94.81857558,342.441739,0,34.96165543,113.3127805,540.2632756,517.0779978,5.664669961,17.52060786,2422.376721
 04/24  01:00:00,750.4190455,94.81857558,329.2175558,0,46.09303362,113.3127805,544.0064725,520.8243904,5.664669961,17.51741217,2421.873936
 04/24  02:00:00,714.2794691,94.81857558,291.983684,0,46.09303362,113.3127805,576.2935502,544.361125,5.664669961,26.26775523,2413.074643
 04/24  03:00:00,690.5611668,94.81857558,273.8730859,0,46.09303362,113.3127805,591.4507638,568.2679013,5.664669961,17.51819251,2401.56017
 04/24  04:00:00,769.7002402,94.81857558,265.9438612,0,100.1506573,148.9693994,583.559064,551.6254774,5.664669961,26.26891658,2546.700862
 04/24  05:00:00,758.6000839,94.81857558,248.8134433,0,100.1506573,149.8943994,1107.826411,1076.145959,14.1616749,17.51877646,3567.929981
 04/24  06:00:00,976.217474,95.12088548,252.8676948,0,176.4710373,302.6124365,670.7831947,624.939818,28.3233498,17.52002695,3144.855918
 04/24  07:00:00,1111.592034,95.45152253,274.1451485,0,243.2593065,310.1097119,607.2238788,529.220613,42.48502471,35.51824107,3249.005481
 04/24  08:00:00,1197.531501,95.64393021,318.8560646,0,243.2593065,310.1097119,592.727447,491.351492,56.64669961,44.72925542,3350.855408
 04/24  09:00:00,1248.123412,95.95323943,337.7454666,0,243.2593065,302.6124365,567.607019,473.1216319,42.48502471,52.00036241,3362.907899
 04/24  10:00:00,1268.430977,96.21846262,344.8856515,0,243.2593065,310.1097119,577.975584,450.701,70.80837451,56.46620948,3418.855278
 04/24  11:00:00,1279.305036,96.43166297,349.8631151,0,243.2593065,310.1097119,563.9519897,429.4244913,70.80837451,63.71912391,3406.872812
 04/24  12:00:00,1242.321571,96.6178091,354.3549465,0,243.2593065,310.1097119,528.2970875,412.3398476,70.80837451,45.14886537,3303.25752
 04/24  13:00:00,1275.785031,96.93533067,358.5871566,0,243.2593065,302.6124365,520.649436,400.2688225,56.64669961,63.73391389,3318.478133
 04/24  14:00:00,1281.323344,97.37487719,361.2459867,0,243.2593065,302.6124365,492.1300128,392.6003654,42.48502471,57.04462269,3270.075977
 04/24  15:00:00,1284.162011,97.84866415,360.9211384,0,243.2593065,302.6124365,501.0815474,383.6644262,56.64669961,60.77042152,3290.966652
 04/24  16:00:00,1292.614004,98.26138532,359.8243114,0,243.2593065,310.1097119,506.9377652,377.0755538,84.97004941,44.89216198,3317.944249
 04/24  17:00:00,1296.217722,98.69856218,358.5944941,0,243.2593065,310.1097119,493.4419336,381.9588371,84.97004941,26.51304702,3293.763664
 04/24  18:00:00,1031.002888,94.81857558,356.8477419,0,166.9389264,199.1109338,474.824358,363.4733627,84.97004941,26.38094583,2798.367782
 04/24  19:00:00,1015.824707,94.81857558,354.8074931,0,166.9389264,191.6136585,460.2879222,377.2649243,56.64669961,26.37629824,2744.579205
 04/24  20:00:00,885.3371186,94.81857558,353.2633733,0,100.1506573,124.5586935,506.035053,423.0071069,56.64669961,26.38124654,2570.198524
 04/24  21:00:00,850.6582447,94.81857558,351.5797809,0,100.1506573,124.5586935,492.7417196,432.7286821,42.48502471,17.52801285,2507.249391
 04/24  22:00:00,788.0081886,94.81857558,350.6731257,0,46.09303362,124.5586935,506.9208527,452.3282588,28.3233498,26.26924408,2417.993322
 04/24  23:00:00,793.5561889,94.81857558,349.660261,0,46.09303362,124.5586935,489.1549508,457.4727316,14.1616749,17.52054438,2386.996654
 04/24  24:00:00,780.2502707,94.81857558,347.8325993,0,46.09303362,113.3127805,485.0097049,461.8254204,5.664669961,17.5196145,2352.326669
 04/25  01:00:00,774.3082788,94.81857558,346.489158,0,46.09303362,113.3127805,497.8964084,465.964041,5.664669961,26.26769743,2370.814643
 04/25  02:00:00,771.7262219,94.81857558,345.8342268,0,46.09303362,113.3127805,493.4002031,470.2173761,5.664669961,17.51815705,2358.585244
 04/25  03:00:00,766.7352025,94.81857558,345.5910788,0,46.09303362,113.3127805,506.4855371,474.5542479,5.664669961,26.26661924,2379.521745
 04/25  04:00:00,849.5876639,94.81857558,345.5694949,0,100.1506573,148.9693994,479.742822,456.5594357,5.664669961,17.51871627,2498.581435
 04/25  05:00:00,846.344024,95.02669829,344.6415161,0,100.1506573,149.8943994,795.6077617,763.9260894,14.1616749,17.51999736,3127.272819
 04/25  06:00:00,1056.861537,95.99426482,342.8123786,0,176.4710373,302.6124365,559.1658508,504.5730414,28.3233498,26.26945959,3093.083356
 04/25  07:00:00,1173.506567,96.794883,342.2208739,0,243.2593065,310.1097119,538.6314391,460.6464192,42.48502471,35.49999518,3243.15422
 04/25  08:00:00,1214.912805,97.30706505,342.3369293,0,243.2593065,310.1097119,535.8735849,443.4454868,56.64669961,35.78139855,3279.672988
 04/25  09:00:00,1252.332836,97.93657399,343.2773146,0,243.2593065,302.6124365,527.9271727,431.4571509,42.48502471,53.98499709,3295.272813
 04/25  10:00:00,1264.174222,98.48672808,345.2533179,0,243.2593065,310.1097119,540.9817311,415.7157589,70.80837451,54.45759765,3343.246749
 04/25  11:00:00,1268.544594,99.00721982,348.0368818,0,243.2593065,310.1097119,539.6303662,405.095591,70.80837451,63.72640065,3348.218447
 04/25  12:00:00,1223.599086,99.45038549,348.0203058,0,243.2593065,310.1097119,525.5702739,400.5720313,70.80837451,54.18986811,3275.579344
 04/25  13:00:00,1243.928268,99.96815203,336.7814608,0,243.2593065,302.6124365,511.5374959,395.8625834,56.64669961,59.02821289,3249.624616
 04/25  14:00:00,1247.05196,100.5407596,342.0314956,0,243.2593065,302.6124365,489.3202888,387.6913523,42.48502471,59.14391178,3214.136535
 04/25  15:00:00,1249.527516,101.0141553,345.3921453,0,243.2593065,302.6124365,494.0208325,383.063981,56.64669961,54.31015195,3229.847225
 04/25  16:00:00,1260.994647,101.5614097,346.4431947,0,243.2593065,310.1097119,508.1708078,378.3135387,84.97004941,44.88721973,3278.709885
 04/25  17:00:00,1265.354233,102.0281942,348.5675335,0,243.2593065,310.1097119,498.7432981,378.4287768,84.97004941,35.34447191,3266.805575
 04/25  18:00:00,1001.135646,94.81857558,351.7068548,0,166.9389264,199.1109338,479.1274085,374.6576719,84.97004941,19.49968724,2771.965754
 04/25  19:00:00,1001.398439,94.81857558,351.7731436,0,166.9389264,191.6136585,464.804535,383.6868676,56.64669961,24.47096778,2736.151813
 04/25  20:00:00,868.0670278,94.81857558,349.7113324,0,100.1506573,124.5586935,510.0950336,427.0713453,56.64669961,26.3769887,2557.496354
 04/25  21:00:00,834.320412,94.81857558,347.1786574,0,100.1506573,124.5586935,504.9522906,436.1854001,42.48502471,26.28186579,2510.931577
 04/25  22:00:00,778.1410483,94.81857558,345.2286862,0,46.09303362,124.5586935,501.7970434,455.952819,28.3233498,17.52087469,2392.434124
 04/25  23:00:00,780.8684731,94.81857558,342.5937981,0,46.09303362,124.5586935,494.3324094,462.653062,14.1616749,17.51767249,2377.597393
 04/25  24:00:00,766.8286652,94.81857558,340.4514941,0,46.09303362,113.3127805,499.725577,467.7926517,5.664669961,26.26825533,2360.955703
 04/26  01:00:00,767.7200979,94.81857558,339.0401171,0,46.09303362,113.3127805,494.460247,471.2771055,5.664669961,17.5184715,2349.905099
 04/26  02:00:00,761.3403838,94.81857558,338.5892007,0,46.09303362,113.3127805,507.8556489,475.9238837,5.664669961,26.26709519,2369.865272
 04/26  03:00:00,761.2422081,94.81857558,337.5129834,0,46.09303362,113.3127805,502.2439336,479.0602147,5.664669961,17.51904889,2357.467448
 04/26  04:00:00,858.9984645,94.81857558,335.3594263,0,100.1506573,148.9693994,483.4997881,460.3191419,5.664669961,17.51597618,2505.296099
 04/26  05:00:00,859.73294,95.29197135,333.4160214,0,100.1506573,149.8943994,779.0138329,738.5808689,14.1616749,26.27128917,3096.513655
 04/26  06:00:00,1072.971198,96.75958786,332.4560739,0,176.4710373,302.6124365,545.0855849,499.2412676,28.3233498,17.52096748,3071.441504
 04/26  07:00:00,1189.511981,98.3806662,332.6386508,0,243.2593065,310.1097119,531.5103898,453.5141972,42.48502471,35.51116783,3236.921095
 04/26  08:00:00,1223.038083,99.08289356,333.2221855,0,243.2593065,310.1097119,537.8131162,436.4358602,56.64669961,44.73055636,3284.338413
 04/26  09:00:00,1255.650531,99.60496909,335.2477012,0,243.2593065,302.6124365,515.6874213,428.2175398,42.48502471,44.98485675,3267.749787
 04/26  10:00:00,1271.038113,100.0928592,337.2568709,0,243.2593065,310.1097119,545.8618985,411.5112727,70.80837451,63.54225121,3353.480658
 04/26  11:00:00,1285.953732,100.6124785,338.7919416,0,243.2593065,310.1097119,522.210393,396.7803879,70.80837451,54.62163061,3323.147956
 04/26  12:00:00,1249.132589,101.2006687,341.4686546,0,243.2593065,310.1097119,508.553633,383.5601501,70.80837451,54.18510834,3262.278197
 04/26  13:00:00,1288.007629,101.8690866,347.2681561,0,243.2593065,302.6124365,489.5143029,369.1453308,56.64669961,63.72227249,3262.04522
 04/26  14:00:00,1296.775317,102.6287896,351.7362558,0,243.2593065,302.6124365,456.4253995,359.4793406,42.48502471,54.46103417,3209.862905
 04/26  15:00:00,1303.628501,103.1827107,352.5503298,0,243.2593065,302.6124365,464.2418547,353.2906164,56.64669961,54.30453866,3233.716994
 04/26  16:00:00,1312.694639,103.5685447,352.0073386,0,243.2593065,310.1097119,484.9980633,346.1596,84.97004941,53.86841395,3291.635667
 04/26  17:00:00,1306.157245,103.8921733,352.6342137,0,243.2593065,310.1097119,454.1093986,342.6193106,84.97004941,26.52003864,3224.271447
 04/26  18:00:00,1033.235228,94.81857558,353.5289663,0,166.9389264,199.1109338,452.931973,341.5788331,84.97004941,26.38309045,2753.496577
 04/26  19:00:00,1023.683573,94.81857558,351.8203442,0,166.9389264,191.6136585,433.3741408,350.3506628,56.64669961,26.37677839,2695.62336
 04/26  20:00:00,883.8897012,94.81857558,348.7002326,0,100.1506573,124.5586935,481.4598085,398.4339398,56.64669961,26.37916916,2515.037477
 04/26  21:00:00,845.2113986,94.81857558,344.2220946,0,100.1506573,124.5586935,479.1355516,419.1213076,42.48502471,17.52921928,2467.232523
 04/26  22:00:00,773.5423631,94.81857558,329.7220963,0,46.09303362,124.5586935,493.2643594,447.4232172,28.3233498,17.51779241,2355.263481
 04/26  23:00:00,745.4627249,94.81857558,297.0352635,0,46.09303362,124.5586935,498.7967076,458.3666862,14.1616749,26.26834658,2305.561706
 04/26  24:00:00,725.212677,94.81857558,293.5287351,0,46.09303362,113.3127805,486.2909836,463.1077006,5.664669961,17.51861303,2245.547769
 04/27  01:00:00,714.5056389,94.81857558,283.5982523,0,46.09303362,113.3127805,508.4034861,476.4715463,5.664669961,26.26726987,2269.135253
 04/27  02:00:00,703.7448571,94.81857558,275.0655331,0,46.09303362,113.3127805,511.2831405,488.0993064,5.664669961,17.51916412,2255.601061
 04/27  03:00:00,729.1733034,94.81857558,295.5940623,0,46.09303362,113.3127805,500.1564041,476.9756925,5.664669961,17.51604158,2279.304564
 04/27  04:00:00,784.9043552,94.81857558,262.003109,0,100.1506573,148.9693994,530.3500059,498.4153445,5.664669961,26.26999144,2451.546108
 04/27  05:00:00,754.7413546,95.38350036,232.9148403,0,100.1506573,149.8943994,780.7266879,749.0439122,14.1616749,17.52110073,2894.538128
 04/27  06:00:00,971.7623761,97.38252107,237.5076389,0,176.4710373,302.6124365,558.1307081,512.2872538,28.3233498,17.52010449,2901.997426
 04/27  07:00:00,1119.627262,99.48262447,260.6379345,0,243.2593065,310.1097119,516.4247479,438.4164748,42.48502471,35.52324843,3065.966335
 04/27  08:00:00,1194.914472,100.2919547,299.3326295,0,243.2593065,310.1097119,512.0088835,410.637012,56.64669961,44.72517192,3171.925842
 04/27  09:00:00,1265.998904,100.7929067,329.1221242,0,243.2593065,302.6124365,494.9085379,398.438632,42.48502471,53.98488115,3231.602754
 04/27  10:00:00,1278.834221,101.2941184,333.0728135,0,243.2593065,310.1097119,507.7381282,382.4630382,70.80837451,54.46671548,3282.046428
 04/27  11:00:00,1279.149224,101.8251534,338.8107912,0,243.2593065,310.1097119,503.919809,369.3850539,70.80837451,63.72638059,3280.993805
 04/27  12:00:00,1248.943509,102.3463408,346.3897271,0,243.2593065,310.1097119,484.4391374,359.4514616,70.80837451,54.1793013,3219.92687
 04/27  13:00:00,1284.579882,103.2437163,351.7012563,0,243.2593065,302.6124365,461.4792565,350.215267,56.64669961,54.61728981,3208.355111
 04/27  14:00:00,1284.847747,104.0502808,355.7329017,0,243.2593065,302.6124365,450.0732186,344.0449209,42.48502471,63.54327306,3190.64911
 04/27  15:00:00,1294.8764,104.637939,357.2871586,0,243.2593065,302.6124365,449.8362551,338.8904493,56.64669961,54.2991062,3202.345751
 04/27  16:00:00,1309.399273,105.0587565,356.4030866,0,243.2593065,310.1097119,457.7599969,327.9015277,84.97004941,44.88841982,3239.750128
 04/27  17:00:00,1308.765791,106.019471,356.4602561,0,243.2593065,310.1097119,431.9601634,320.4804082,84.97004941,26.5097058,3188.534863
 04/27  18:00:00,1043.556909,94.81857558,356.485564,0,166.9389264,199.1109338,430.9942728,319.6478599,84.97004941,26.37636344,2722.899454
 04/27  19:00:00,1042.637673,94.81857558,354.5506667,0,166.9389264,191.6136585,415.2324437,332.2058995,56.64669961,26.37984458,2681.024387
 04/27  20:00:00,906.3987499,94.81857558,351.7368465,0,100.1506573,124.5586935,461.4196245,378.3933219,56.64669961,26.37960295,2500.502772
 04/27  21:00:00,865.863363,94.81857558,348.590113,0,100.1506573,124.5586935,461.2764406,401.2655084,42.48502471,17.52590752,2456.534284
 04/27  22:00:00,802.0710044,94.81857558,346.4448409,0,46.09303362,124.5586935,485.4280228,430.8361763,28.3233498,26.26849666,2384.842193
 04/27  23:00:00,801.584432,94.81857558,343.0744112,0,46.09303362,124.5586935,473.4062503,441.7258896,14.1616749,17.51868582,2356.941647
 04/27  24:00:00,790.7532693,94.81857558,337.5916259,0,46.09303362,113.3127805,479.4179378,447.4836043,5.664669961,26.26966354,2341.40516
 04/28  01:00:00,781.3453546,94.81857558,334.4584167,0,46.09303362,113.3127805,475.8291339,452.6452026,5.664669961,17.51926127,2321.686429
 04/28  02:00:00,762.6304503,94.81857558,333.845527,0,46.09303362,113.3127805,481.1605968,457.9797182,5.664669961,17.51620867,2313.021561
 04/28  03:00:00,730.6740018,94.81857558,304.4737433,0,46.09303362,113.3127805,498.600075,466.66525,5.664669961,26.27015505,2286.572285
 04/28  04:00:00,804.9762837,94.81857558,286.8878636,0,100.1506573,148.9693994,479.2859734,456.100126,5.664669961,17.52117741,2394.374726
 04/28  05:00:00,796.8180448,95.41302791,279.2115844,0,100.1506573,149.8943994,691.9937986,660.3108615,14.1616749,17.52126217,2805.475311
 04/28  06:00:00,988.2060666,97.9561096,254.5227956,0,176.4710373,302.6124365,533.2468796,478.654868,28.3233498,26.26866173,2886.262205
 04/28  07:00:00,1148.183574,100.0441984,288.0348263,0,243.2593065,310.1097119,502.377557,424.3880269,42.48502471,35.50450542,3094.386731
 04/28  08:00:00,1236.376728,100.8312764,325.5233414,0,243.2593065,310.1097119,500.4704599,399.0927276,56.64669961,44.73103268,3217.041284
 04/28  09:00:00,1275.154539,101.3566645,328.4686148,0,243.2593065,302.6124365,474.9504591,387.4791179,42.48502471,44.98631649,3200.752479
 04/28  10:00:00,1288.26894,101.9435379,332.7059894,0,243.2593065,310.1097119,496.4104438,371.1412271,70.80837451,54.46084216,3269.108373
 04/28  11:00:00,1303.53709,102.5607773,336.7064452,0,243.2593065,310.1097119,494.0220359,359.4782519,70.80837451,63.73540955,3284.217403
 04/28  12:00:00,1272.871209,103.2779794,339.9599755,0,243.2593065,310.1097119,475.9526592,350.9681806,70.80837451,54.17610407,3221.383501
 04/28  13:00:00,1304.577121,103.9361147,344.6169229,0,243.2593065,302.6124365,462.9344628,342.5652326,56.64669961,63.72253068,3224.870828
 04/28  14:00:00,1307.327149,104.5518749,350.9549301,0,243.2593065,302.6124365,433.1379675,336.1863435,42.48502471,54.46659922,3174.981632
 04/28  15:00:00,1320.010892,104.5890128,354.7902114,0,243.2593065,302.6124365,452.0570788,341.1161972,56.64669961,54.29418198,3229.376017
 04/28  16:00:00,1324.774849,105.033588,355.4165372,0,243.2593065,310.1097119,473.7230481,343.8595432,84.97004941,44.89345546,3286.040089
 04/28  17:00:00,1318.6763,105.7529458,355.650822,0,243.2593065,310.1097119,465.3073191,344.9880107,84.97004941,35.34925897,3264.063725
 04/28  18:00:00,1050.85588,94.81857558,355.3019876,0,166.9389264,199.1109338,459.351033,348.0010724,84.97004941,26.37991111,2785.728369
 04/28  19:00:00,1047.845557,94.81857558,352.8121674,0,166.9389264,191.6136585,440.012392,356.9883079,56.64669961,26.37738449,2734.053669
 04/28  20:00:00,899.0245732,94.81857558,351.7793927,0,100.1506573,124.5586935,475.1503187,400.9120518,56.64669961,17.59156732,2520.63253
 04/28  21:00:00,864.5706534,94.81857558,352.4202588,0,100.1506573,124.5586935,481.8831436,413.1169203,42.48502471,26.28119863,2500.285126
 04/28  22:00:00,808.9758679,94.81857558,350.4857889,0,46.09303362,124.5586935,479.5602325,433.7178117,28.3233498,17.519071,2384.052425
 04/28  23:00:00,803.3209438,94.81857558,348.8481294,0,46.09303362,124.5586935,482.2615136,441.8318382,14.1616749,26.26800051,2382.162403
 04/28  24:00:00,779.9148978,94.81857558,348.7156257,0,46.09303362,113.3127805,471.0328901,447.8485115,5.664669961,17.5197087,2324.920693
 04/29  01:00:00,772.0824715,94.81857558,349.3598325,0,46.09303362,113.3127805,475.8509411,452.669679,5.664669961,17.51659223,2327.368576
 04/29  02:00:00,773.2157071,94.81857558,348.6116851,0,46.09303362,113.3127805,489.024673,457.0935257,5.664669961,26.26647732,2354.101128
 04/29  03:00:00,773.524885,94.81857558,346.0559469,0,46.09303362,113.3127805,484.3791526,461.1928835,5.664669961,17.52159921,2342.563527
 04/29  04:00:00,767.6924727,94.81857558,346.1090939,0,55.62514452,113.3127805,476.2950856,453.11209,5.664669961,17.5183256,2330.148238
 04/29  05:00:00,757.8948603,94.81857558,350.0400771,0,55.62514452,113.3127805,495.4725524,455.0416917,14.1616749,26.26918573,2362.636543
 04/29  06:00:00,814.8324943,94.81857558,351.5319396,0,65.15725541,176.8892702,440.535852,394.6933678,28.3233498,17.51913442,2384.301239
 04/29  07:00:00,940.870498,95.17914568,351.1149465,0,109.6827682,220.9681645,691.795601,623.0403934,42.48502471,26.27018291,3101.406725
 04/29  08:00:00,953.6645942,95.17250617,349.4164671,0,109.6827682,220.9681645,591.9263636,508.8096448,56.64669961,26.47001912,2912.757227
 04/29  09:00:00,1056.443807,96.07590952,348.4098669,0,131.9455246,266.9558176,548.1812085,470.1682273,42.48502471,35.52795651,2996.193343
 04/29  10:00:00,1068.070645,96.1972242,351.0196849,0,131.9455246,274.4530929,568.7584962,453.2283728,70.80837451,44.72174894,3059.203164
 04/29  11:00:00,1079.543621,96.33860603,354.6458623,0,131.9455246,274.4530929,544.930387,437.0593694,70.80837451,37.06264313,3026.78748
 04/29  12:00:00,1057.040504,96.54924998,358.834815,0,131.9455246,274.4530929,533.0882323,418.8657864,70.80837451,43.4140714,2984.999651
 04/29  13:00:00,1066.332644,96.72349181,362.5938434,0,131.9455246,266.9558176,508.9429242,407.5922245,56.64669961,44.7040001,2942.43717
 04/29  14:00:00,1080.612105,96.91140067,364.9619105,0,131.9455246,266.9558176,482.1283491,394.9415788,42.48502471,44.70174562,2905.643457
 04/29  15:00:00,972.6824597,94.81857558,367.1839268,0,109.6827682,212.5458892,420.8423272,319.4887399,56.64669961,44.70688767,2598.598274
 04/29  16:00:00,963.9247203,94.81857558,366.6993375,0,109.6827682,220.0431645,459.1929185,338.4676986,84.97004941,35.75517051,2673.554403
 04/29  17:00:00,915.8783012,94.81857558,363.7438104,0,109.6827682,220.0431645,460.1849182,339.7101942,84.97004941,35.50467461,2624.536456
 04/29  18:00:00,877.7201811,94.81857558,364.0374661,0,100.1506573,199.1109338,483.6178719,372.3792791,84.97004941,26.26854335,2603.073558
 04/29  19:00:00,874.8703226,94.81857558,364.4690476,0,100.1506573,191.6136585,455.7954834,381.6287646,56.64669961,17.52001913,2537.513228
 04/29  20:00:00,762.1797711,94.81857558,362.2012251,0,55.62514452,124.5586935,504.45735,430.2915251,56.64669961,17.51912529,2408.29811
 04/29  21:00:00,769.9650521,94.81857558,359.9309648,0,55.62514452,124.5586935,508.6800997,439.9281294,42.48502471,26.26694554,2422.25863
 04/29  22:00:00,771.8226636,94.81857558,357.2220479,0,46.09303362,124.5586935,504.22173,458.3810283,28.3233498,17.51735181,2402.958474
 04/29  23:00:00,770.9041981,94.81857558,354.8745493,0,46.09303362,124.5586935,496.4309807,464.7506653,14.1616749,17.5186405,2384.111011
 04/29  24:00:00,755.6756623,94.81857558,353.2403137,0,46.09303362,113.3127805,501.6982871,469.7638815,5.664669961,26.26973562,2366.53694
 04/30  01:00:00,744.548686,94.81857558,352.397734,0,34.96165543,113.3127805,496.5761037,473.3919792,5.664669961,17.51945451,2333.191639
 04/30  02:00:00,745.7520121,94.81857558,351.3940838,0,34.96165543,113.3127805,509.6770473,477.7438028,5.664669961,26.26857455,2359.593202
 04/30  03:00:00,741.4613774,94.81857558,349.3151676,0,34.96165543,113.3127805,505.3119116,482.1271603,5.664669961,17.52008127,2344.49338
 04/30  04:00:00,744.6652607,94.81857558,347.1782213,0,44.49376632,113.3127805,499.2050786,476.02346,5.664669961,17.51694861,2342.878762
 04/30  05:00:00,737.4785701,94.81857558,342.9593543,0,44.49376632,113.3127805,519.1943405,478.765621,14.1616749,26.2670447,2371.451728
 04/30  06:00:00,790.6283962,94.81857558,342.2818234,0,54.02587722,176.8892702,464.5407794,418.6997172,28.3233498,17.5177124,2387.725501
 04/30  07:00:00,800.8851933,94.81857558,342.4013445,0,54.02587722,184.3865456,472.6060002,412.6022615,42.48502471,17.51871402,2421.729537
 04/30  08:00:00,881.7706219,94.81857558,342.386153,0,65.15725541,220.0431645,490.4964138,398.6013443,56.64669961,35.2483699,2585.168598
 04/30  09:00:00,878.0828025,94.81857558,345.540224,0,65.15725541,212.5458892,466.5536751,392.96769,42.48502471,31.1009604,2529.252097
 04/30  10:00:00,890.9702544,94.81857558,347.7083348,0,65.15725541,220.0431645,498.5179365,387.6000753,70.80837451,40.10948671,2615.733458
 04/30  11:00:00,899.9308397,94.81857558,351.1890187,0,65.15725541,220.0431645,494.1015944,378.6441647,70.80837451,44.6490552,2619.342043
 04/30  12:00:00,908.5309,94.81857558,356.2130804,0,65.15725541,220.0431645,478.7526752,372.22778,70.80837451,35.7165207,2602.268326
 04/30  13:00:00,903.7227817,94.81857558,359.6376927,0,65.15725541,212.5458892,472.6363284,371.3492593,56.64669961,44.64036951,2581.154851
 04/30  14:00:00,903.115846,94.81857558,363.1679447,0,65.15725541,212.5458892,455.91065,368.7728894,42.48502471,44.65273588,2550.626811
 04/30  15:00:00,900.8288544,94.81857558,365.3154135,0,65.15725541,212.5458892,462.639002,370.2801142,56.64669961,35.71218826,2563.943992
 04/30  16:00:00,875.0992387,94.81857558,366.573257,0,65.15725541,220.0431645,492.5860377,362.9716046,84.97004941,44.6443837,2606.863567
 04/30  17:00:00,828.9133638,94.81857558,367.0285815,0,54.02587722,184.3865456,494.0246598,373.5813579,84.97004941,35.4732525,2517.222263
